Date,Open,High,Low,Close,Volume
,AMZN,AMZN,AMZN,AMZN,AMZN
2025-01-02,222.02999877929688,225.14999389648438,218.19000244140625,220.22000122070312,33956600
2025-01-03,222.50999450683594,225.36000061035156,221.6199951171875,224.19000244140625,27515600
2025-01-06,226.77999877929688,228.83999633789062,224.83999633789062,227.61000061035156,31849800
2025-01-07,227.89999389648438,228.3800048828125,221.4600067138672,222.11000061035156,28084200
2025-01-08,223.19000244140625,223.52000427246094,220.1999969482422,222.1300048828125,25033300
2025-01-10,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500
2025-01-13,218.05999755859375,219.39999389648438,216.47000122070312,218.4600067138672,27262700
2025-01-14,220.44000244140625,221.82000732421875,216.1999969482422,217.75999450683594,24711700
2025-01-15,222.8300018310547,223.57000732421875,220.75,223.35000610351562,31291300
2025-01-16,224.4199981689453,224.64999389648438,220.30999755859375,220.66000366210938,24757300
2025-01-17,225.83999633789062,226.50999450683594,223.0800018310547,225.94000244140625,42370100
2025-01-21,228.89999389648438,231.77999877929688,226.94000244140625,230.7100067138672,39951500
2025-01-22,232.02000427246094,235.44000244140625,231.19000244140625,235.00999450683594,41448200
2025-01-23,234.10000610351562,235.52000427246094,231.50999450683594,235.4199981689453,26404400
2025-01-24,234.5,236.39999389648438,232.92999267578125,234.85000610351562,25890700
2025-01-27,226.2100067138672,235.61000061035156,225.86000061035156,235.4199981689453,49428300
2025-01-28,234.2899932861328,241.77000427246094,233.97999572753906,238.14999389648438,41587200
2025-01-29,239.02000427246094,240.38999938964844,236.14999389648438,237.07000732421875,26091700
2025-01-30,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700
2025-01-31,236.5,240.2899932861328,236.41000366210938,237.67999267578125,36162400
2025-02-03,234.05999755859375,239.25,232.89999389648438,237.4199981689453,37285900
2025-02-04,239.00999450683594,242.52000427246094,238.02999877929688,242.05999755859375,29713800
2025-02-05,237.02000427246094,238.32000732421875,235.1999969482422,236.1699981689453,38727300
2025-02-06,238.00999450683594,239.66000366210938,236.00999450683594,238.8300018310547,60897100
2025-02-07,232.5,234.80999755859375,228.05999755859375,229.14999389648438,77539300
2025-02-10,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900
2025-02-11,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683594,23713700
2025-02-12,230.4600067138672,231.17999267578125,228.16000366210938,228.92999267578125,32285200
2025-02-13,228.85000610351562,230.4199981689453,227.52000427246094,230.3699951171875,31346500
2025-02-14,229.1999969482422,229.88999938964844,227.22999572753906,228.67999267578125,27031100
2025-02-18,228.82000732421875,229.3000030517578,223.72000122070312,226.64999389648438,42975100
2025-02-19,225.52000427246094,226.8300018310547,223.7100067138672,226.6300048828125,28566700
2025-02-20,224.77999877929688,225.1300048828125,221.80999755859375,222.8800048828125,30001700
2025-02-21,223.27999877929688,223.30999755859375,214.74000549316406,216.5800018310547,55323900
2025-02-24,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600
2025-02-25,211.6300048828125,213.33999633789062,204.16000366210938,212.8000030517578,58958000
2025-02-26,214.94000244140625,218.16000366210938,213.08999633789062,214.35000610351562,39120600
2025-02-27,218.35000610351562,219.97000122070312,208.3699951171875,208.74000549316406,40548600
2025-02-28,208.64999389648438,212.6199951171875,206.99000549316406,212.27999877929688,51771700
2025-03-03,213.35000610351562,214.00999450683594,202.5500030517578,205.02000427246094,42948400
2025-03-04,200.11000061035156,206.8000030517578,197.42999267578125,203.8000030517578,60853100
2025-03-05,204.8000030517578,209.97999572753906,203.25999450683594,208.36000061035156,38610100
2025-03-06,204.39999389648438,205.77000427246094,198.3000030517578,200.6999969482422,49863800
2025-03-07,199.49000549316406,202.27000427246094,192.52999877929688,199.25,59802800
2025-03-10,195.60000610351562,196.72999572753906,190.85000610351562,194.5399932861328,62350900
2025-03-11,193.89999389648438,200.17999267578125,193.39999389648438,196.58999633789062,54002900
2025-03-12,200.72000122070312,201.52000427246094,195.2899932861328,198.88999938964844,43679300
2025-03-13,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800
2025-03-14,197.41000366210938,198.64999389648438,195.32000732421875,197.9499969482422,38096700
2025-03-17,198.77000427246094,199.0,194.32000732421875,195.74000549316406,47341800
2025-03-18,192.52000427246094,194.0,189.3800048828125,192.82000732421875,40414900
